fid,id,Trial,Row,Column,Combocode,VarietyName,MasonPlot#,Date,DAS,ExG_Mean,ExG_Var,ExR_Mean,ExR_Var,NDVI_Mean,NDVI_Var,gNDVI_Mean,gNDVI_Var,NDRE_mean,NDRE_Var,THRESH_mean,THRESH_Var,HA_Mean,PLTCount,Yield,HACorrectedYield,HACorrected85Yield,Perplantyield,PeakStand
725,129,2507,10,2,25071002,S22502,1002,6/12/2025,13,6.202404755,25.70442412,913.1474405,1054177.284,0.194428855,0.004260132,0.056499827,0.002660469,-0.035230886,0.000252077,0.064665443,0.060483824,0.913026045,65,3351.095929,3670.318002,3119.770302,51.55532198,0.825532496
726,130,2507,10,3,25071003,R22073,1003,6/12/2025,13,6.258932486,21.04650066,775.3352039,893557.6799,0.194743137,0.004769476,0.053070345,0.002724332,-0.034229899,0.000180291,0.072199693,0.066986897,0.969886985,71,3667.922028,3781.803534,3214.533004,51.66087363,0.842073637
727,131,2507,11,1,25071101,I24101,1101,6/12/2025,13,5.411387549,20.35120088,847.1857573,942884.4719,0.176371072,0.005801714,0.036992598,0.00376755,-0.040505754,0.000375434,0.07504932,0.06941692,0.96950586,70,2981.609324,3075.390719,2614.082111,42.59441891,0.812378846
728,132,2507,11,2,25071102,R24912,1102,6/12/2025,13,5.974778179,30.05596918,767.3338318,1094561.352,0.173565013,0.004947041,0.031724983,0.002826984,-0.042410132,0.000345269,0.067039106,0.062544864,0.956329172,64,3239.515532,3387.448201,2879.330971,50.61743019,0.711594124
729,133,2507,11,3,25071103,S22507,1103,6/12/2025,13,6.073510877,21.6772363,775.9071128,836508.0986,0.182374343,0.004977833,0.040956908,0.002986379,-0.037551152,0.000221033,0.069812044,0.064938323,0.973827142,68,3814.185616,3916.696762,3329.192247,56.09096493,0.88166521
730,134,2507,12,1,25071201,R23805,1201,6/12/2025,13,6.138920844,23.32449722,880.7335635,1112641.867,0.188568338,0.004646211,0.049846753,0.002610477,-0.028712141,0.00029096,0.068638729,0.063927454,0.980333904,72,3120.793595,3183.398617,2705.888824,43.34435549,0.667540769
731,135,2507,12,2,25071202,R22710,1202,6/12/2025,13,5.42743991,15.29491729,1076.687878,1064890.099,0.189022188,0.004144705,0.05569276,0.002662131,-0.028443017,0.000352686,0.059116946,0.055622132,0.951591149,69,3809.356395,4003.143995,3402.672396,55.2080637,0.758738394
732,136,2507,12,3,25071203,R22079,1203,6/12/2025,13,5.894689247,23.11258059,955.6946125,920900.2317,0.194439615,0.004178679,0.057809881,0.002443263,-0.030251751,0.000272631,0.063739998,0.05967721,0.968231113,72,3959.961974,4089.893335,3476.409334,54.99947186,0.766548334
733,137,2507,13,1,25071301,R12844,1301,6/12/2025,13,6.176989453,13.23044709,1118.15536,698994.5506,0.197201218,0.003852938,0.066146366,0.002638239,-0.026968593,0.000192509,0.062676346,0.058748021,0.983651077,88,3535.638972,3594.403599,3055.243059,40.17771559,0.75916116
734,138,2507,13,2,25071302,I13401,1302,6/12/2025,13,5.497397118,11.61598588,1170.231015,617256.9317,0.188743639,0.00283864,0.05846543,0.002048138,-0.030583589,0.000192093,0.040440572,0.038805132,0.960901899,65,2984.761763,3106.20862,2640.277327,45.91941174,0.64278107
735,139,2507,13,3,25071303,R24913,1303,6/12/2025,13,6.343224286,20.02206777,945.6228286,917899.7953,0.197313251,0.003973059,0.061040116,0.002313766,-0.032138601,0.000178223,0.068990082,0.06423045,0.980826362,79,3144.866766,3206.344046,2725.392439,39.80844007,0.685677624
736,140,2507,14,1,25071401,R24912,1401,6/12/2025,13,7.080935942,26.88407352,819.771379,1003821.405,0.20095963,0.005080399,0.060577716,0.003016545,-0.028014417,0.000265983,0.084004603,0.07694783,0.973408909,59,3230.458637,3318.70667,2820.900669,54.75353623,0.711160873
737,141,2507,14,2,25071402,I24101,1402,6/12/2025,13,6.549477953,18.92404751,870.4538708,841729.0465,0.208043394,0.005903552,0.069785928,0.003964841,-0.024970959,0.000351147,0.092324135,0.083800389,0.950292558,62,2768.22064,2913.019384,2476.066476,44.64872001,0.796477548
738,142,2507,14,3,25071403,S22507,1403,6/12/2025,13,6.511231646,18.15410352,708.9752576,809081.2755,0.202864503,0.004394531,0.059202474,0.002693855,-0.027345796,0.000195548,0.076758711,0.070866812,0.973061641,68,3512.408297,3609.646243,3068.199306,51.65306318,0.791352562
739,143,2507,15,1,25071501,I22031,1501,6/12/2025,13,6.227109638,18.96553934,954.9176413,894117.179,0.187421865,0.003596009,0.050457868,0.002224792,-0.032161651,0.000535019,0.057790803,0.054451026,0.986494368,77,2176.966391,2206.770218,1875.754685,28.2722908,0.505297941
740,144,2507,15,2,25071502,R22073,1502,6/12/2025,13,6.16210809,15.062161,926.6069502,837166.6905,0.191170957,0.004597243,0.053596531,0.003013753,-0.033031591,0.000594365,0.067556457,0.062992582,0.964347557,75,3106.249664,3221.08937,2737.925965,41.41666219,0.654717702
741,145,2507,15,3,25071503,S22502,1503,6/12/2025,13,6.112107009,17.78931235,758.5769099,914702.0703,0.185461123,0.004643435,0.04266862,0.002884406,-0.037689823,0.000290224,0.069648878,0.064797911,0.978365867,73,2167.438352,2215.365873,1883.060992,29.69093633,0.553223388
742,146,2507,16,1,25071601,S18904,1601,6/12/2025,13,5.853871021,17.84292773,1061.140617,1417628.08,0.187916982,0.003552082,0.054396315,0.00210497,-0.032279584,0.00054521,0.056243494,0.053080163,0.970636483,76,2006.143629,2066.833118,1756.808151,26.39662669,0.527468033
743,147,2507,16,2,25071602,R23804,1602,6/12/2025,13,6.791847022,41.01469656,1019.480927,1794244.894,0.198031816,0.005537212,0.063567327,0.002988158,-0.032408802,0.0006797,0.079749055,0.073389143,0.970637553,70,2634.010227,2713.690829,2306.637205,37.62871752,0.632250137
744,148,2507,16,3,25071603,R22712,1603,6/12/2025,13,6.187232877,22.36357399,720.0783618,980265.792,0.185246021,0.005531106,0.041685137,0.003251537,-0.044345499,0.000346207,0.075424658,0.069735779,0.971291604,66,2646.860668,2725.093737,2316.329677,40.10394952,0.57455973
745,149,2507,17,1,25071701,R22703,1701,6/12/2025,13,6.00136945,30.05127034,847.1023805,1147535.93,0.194806588,0.004825494,0.055003861,0.002838664,-0.033230303,0.000300772,0.073676426,0.06824821,0.9669893,68,2430.593336,2513.567974,2136.532778,35.74401965,0.448276802
746,150,2507,17,2,25071702,R22714,1702,6/12/2025,13,5.659399052,22.67264585,887.4559971,1017651.199,0.1900792,0.004184492,0.051279116,0.002586688,-0.035841372,0.000321314,0.064477252,0.060319936,0.95264827,59,2172.923564,2280.929523,1938.790094,36.82921296,0.495555919
747,151,2507,17,3,25071703,R24906,1703,6/12/2025,13,5.445598268,17.89890225,844.0793103,913229.6902,0.198619424,0.005058788,0.059228976,0.003003821,-0.034003167,0.00026166,0.081787544,0.075098342,0.974573491,64,1858.67138,1907.1639,1621.089315,29.04174031,0.455365907
748,152,2507,18,1,25071801,R22710,1801,6/12/2025,13,5.805720705,16.97228323,1057.879799,901473.246,0.197644998,0.004468411,0.064281095,0.00300774,-0.026440816,0.000412089,0.069399162,0.064582918,0.979092235,66,2769.882658,2829.031382,2404.676675,41.96791906,0.514624506
749,153,2507,18,2,25071802,R22079,1802,6/12/2025,13,5.935094112,27.20916293,1121.583392,1185515.194,0.200400991,0.004679121,0.068708904,0.002998337,-0.027241565,0.000519871,0.070303296,0.065360743,0.977637238,73,2713.396413,2775.463441,2359.143924,37.16981388,0.534849476
750,154,2507,18,3,25071803,R23805,1803,6/12/2025,13,6.390874212,27.69301072,876.0078155,1031792.164,0.196874849,0.005522549,0.058590286,0.003274349,-0.032377455,0.000252009,0.080981091,0.074423154,0.966077906,61,2704.765316,2799.738302,2379.777557,44.34041502,0.544968785
751,155,2507,19,1,25071901,R22710,1901,6/12/2025,13,5.781134453,16.51168265,929.5993151,867932.6736,0.193898732,0.004137533,0.05680197,0.002590451,-0.026135728,0.000493911,0.066445729,0.062030694,0.976926021,73,2689.185712,2752.701488,2339.796264,36.83816043,0.513700684
752,156,2507,19,2,25071902,R24913,1902,6/12/2025,13,5.965574848,24.74699369,896.6538093,1156686.792,0.190984792,0.00397465,0.052383305,0.002268206,-0.029466628,0.000597353,0.064797064,0.060598405,0.989136379,87,2783.167467,2813.734817,2391.674594,31.99043065,0.551954424
753,157,2507,19,3,25071903,I24101,1903,6/12/2025,13,5.545300082,22.13789035,773.1084131,878171.2865,0.187594603,0.006218912,0.045767464,0.003867096,-0.033992651,0.00043266,0.082981639,0.076095686,0.970638088,63,1985.150567,2045.201595,1738.421356,31.51032645,0.529054238
754,158,2507,20,1,25072001,R22079,2001,6/12/2025,13,7.493066974,24.94111712,928.0994467,941863.2438,0.19970717,0.004389699,0.063065085,0.002521849,-0.026705449,0.000331373,0.071495122,0.06638357,0.97300647,71,2751.199587,2827.524452,2403.395784,38.74928996,0.580200125
755,159,2507,20,2,25072002,S18904,2002,6/12/2025,13,5.977925066,19.76002979,948.5436075,841941.5273,0.192722817,0.003195521,0.05636859,0.001945239,-0.029721872,0.000365327,0.054858677,0.051849202,0.9744473,71,2334.372383,2395.586076,2036.248165,32.87848427,0.558199112
756,160,2507,20,3,25072003,R22703,2003,6/12/2025,13,6.529037739,36.33664002,707.7338832,1132290.936,0.190401332,0.004823169,0.047045383,0.002399972,-0.036045976,0.000262591,0.074574506,0.069013149,0.97579381,69,2625.561456,2690.692879,2287.088947,38.0516153,0.576613234
757,161,2507,21,1,25072101,R22714,2101,6/12/2025,13,7.274266922,21.11025313,1138.083091,903472.3007,0.190969521,0.003469787,0.059931894,0.001908308,-0.028743189,0.00024525,0.061962181,0.058122869,0.975448829,70,2470.45967,2532.638921,2152.743083,35.292281,0.554547189
758,162,2507,21,2,25072102,R23804,2102,6/12/2025,13,7.266794521,42.41890288,1075.496263,1264498.341,0.197383018,0.004535766,0.064517256,0.002433095,-0.028282348,0.000336576,0.070684932,0.065688572,0.95829916,65,2933.355147,3061.001481,2601.851258,45.12854072,0.795184012
759,163,2507,21,3,25072103,S22502,2103,6/12/2025,13,6.897657855,27.86488563,924.6616957,892910.999,0.193704998,0.004422699,0.056874912,0.002319883,-0.029244607,0.000221837,0.07388029,0.068421993,0.976104549,66,2990.443153,3063.650462,2604.102892,45.30974475,0.746361973
760,164,2507,22,1,25072201,R23805,2201,6/12/2025,13,8.060084897,27.2042222,1022.876084,912271.2906,0.194127417,0.004025578,0.05939464,0.002228758,-0.029779604,0.000299423,0.066109818,0.06173931,0.979695617,76,2701.607452,2757.598795,2343.958976,35.54746647,0.637627812
761,165,2507,22,2,25072202,R12844,2202,6/12/2025,13,7.524491809,26.07910811,1091.654068,890699.7129,0.195405537,0.004260552,0.063275119,0.002515231,-0.028545862,0.000383951,0.066982631,0.062495958,0.976067223,71,3288.712886,3369.350807,2863.948186,46.31989981,0.741208911
762,166,2507,22,3,25072203,R22712,2203,6/12/2025,13,6.787772543,28.99111597,949.8680072,966987.0661,0.187794483,0.004873518,0.051750057,0.002547067,-0.031822045,0.000241495,0.071655528,0.066521013,0.979513351,69,3071.310327,3135.547182,2665.215105,44.51174388,0.657551834
763,167,2507,23,1,25072301,R24906,2301,6/12/2025,13,7.86501,16.91448819,1015.007491,859709.621,0.195826102,0.003512127,0.061200802,0.002158797,-0.026892505,0.000476945,0.061344146,0.057581042,0.967994168,69,2634.316305,2721.417539,2313.204908,38.17849717,0.599492164
764,168,2507,23,2,25072302,R24912,2302,6/12/2025,13,8.599090336,32.01402553,998.3400662,1164361.776,0.200702599,0.004249588,0.066016766,0.002274839,-0.027261601,0.00056257,0.073101899,0.067758011,0.965880509,65,3058.737277,3166.786418,2691.768455,47.05749657,0.674566553
765,169,2507,23,3,25072303,I22031,2303,6/12/2025,13,7.977864227,21.91266545,1015.823582,844143.3453,0.190050752,0.003211368,0.056085174,0.001695387,-0.032423864,0.000351365,0.05594214,0.052812617,0.984142896,80,2689.185712,2732.515493,2322.638169,33.61482139,0.556176559
766,170,2507,24,1,25072401,S22507,2401,6/12/2025,13,9.010710862,32.31471886,777.4285275,1038070.092,0.207391635,0.004775937,0.066245321,0.00266689,-0.019427814,0.000421517,0.084399397,0.077276139,0.947272495,64,3436.068249,3627.328215,3083.228983,53.6885664,0.839715925
767,171,2507,24,2,25072402,R22073,2402,6/12/2025,13,8.105861408,25.24305247,865.6909067,909867.7326,0.203498517,0.004304538,0.064954839,0.002457092,-0.021352958,0.000442892,0.07302109,0.067689011,0.963527997,75,3100.540858,3217.904274,2735.218633,41.34054478,0.769581479
768,172,2507,24,3,25072403,I13401,2403,6/12/2025,13,8.325939314,33.24341851,749.2195202,785022.7202,0.199667077,0.00347397,0.057470203,0.00178587,-0.0251352,0.000197865,0.059590317,0.056039311,0.956874396,65,2846.577972,2974.871084,2528.640421,43.79350726,0.741390141
769,101,2508,1,1,25080101,R25113,101,6/12/2025,13,5.227411001,8.6263516,916.9607114,388725.1536,0.167662062,0.002017499,0.028339293,0.001367318,-0.037153761,0.000146738,0.028419524,0.027611854,0.907748674,52,1289.881122,1420.967233,1207.822148,24.80540618,0.564685029
770,102,2508,1,2,25080102,I25205,102,6/12/2025,13,5.585285014,15.39757348,886.3483549,629860.4317,0.176542582,0.003482297,0.036499555,0.002049098,-0.033296561,0.000144032,0.052072205,0.049360691,0.980371072,85,600.1859756,612.2028613,520.3724321,7.061011478,0.656203125
771,103,2508,1,3,25080103,R25102,103,6/12/2025,13,4.547065429,12.35853992,1069.04818,596055.9015,0.16333895,0.002502894,0.028238588,0.001354245,-0.033500128,0.00012273,0.035412045,0.034158032,0.958353078,70,1978.094344,2064.055919,1754.447531,28.25849063,0.609316652
772,104,2508,1,4,25080104,R25110,104,6/12/2025,13,4.227939968,17.34172799,1224.605795,757764.4293,0.160640392,0.00293793,0.02998115,0.001514316,-0.03332411,0.000148873,0.037191214,0.035808028,0.95149825,63,1318.981563,1386.215438,1178.283122,20.93621529,0.573881756
773,105,2508,2,1,25080201,R25104,201,6/12/2025,13,6.118449527,14.28581905,1013.310198,1137796.767,0.189094017,0.002653495,0.052936043,0.001638065,-0.032620529,0.000232289,0.042049034,0.040280913,0.971549383,73,2621.376632,2698.140391,2293.419332,35.90926894,0.59712034
774,106,2508,2,2,25080202,S25802,202,6/12/2025,13,4.71424659,3.728171357,1104.527551,660420.5096,0.175195055,0.000795444,0.041024852,0.000849161,-0.033331816,0.000150898,0.009968779,0.009869403,0.835341292,45,2020.144397,2418.346149,2055.594226,44.89209771,0.546745304
775,107,2508,2,3,25080203,S25801,203,6/12/2025,13,5.008352961,6.686762676,967.0819905,746682.4532,0.183233744,0.001959622,0.045797307,0.001617837,-0.031404438,0.000158156,0.030317139,0.02939801,0.973332604,76,2683.942433,2757.477168,2343.855593,35.31503202,0.655504875
776,108,2508,2,4,25080204,R25114,204,6/12/2025,13,5.21794029,14.51013008,804.6829255,858767.7668,0.185516928,0.003155049,0.043587123,0.001982023,-0.034316029,0.000184687,0.04837031,0.046030623,0.956910065,61,2274.863021,2377.300755,2020.705642,37.29283641,0.690027028
777,109,2508,3,1,25080301,R12844,301,6/12/2025,13,4.291277557,7.248143829,1177.078012,884235.4118,0.181142353,0.002106271,0.050000474,0.001534383,-0.033087762,0.000187704,0.028782692,0.027954249,0.94415485,59,2707.977626,2868.149887,2437.927404,45.89792587,0.615338412
778,110,2508,3,2,25080302,R25112,302,6/12/2025,13,4.884893466,12.9912693,1043.938117,1094473.228,0.185853087,0.00289701,0.051046109,0.001693672,-0.031699073,0.000177913,0.0450786,0.04304652,0.974244937,67,2527.711134,2594.533507,2205.353481,37.72703185,0.608489409
779,111,2508,3,3,25080303,R25105,303,6/12/2025,13,4.387262019,10.66654641,995.0148856,573664.2163,0.181777965,0.002009131,0.0460682,0.001301583,-0.031740426,0.000179507,0.032790029,0.031714843,0.945504584,68,2436.786417,2577.233849,2190.648771,35.83509437,0.660761977
780,112,2508,3,4,25080304,R25117,304,6/12/2025,13,4.487341772,11.86444879,831.8137762,701824.2522,0.183527698,0.002538466,0.042661602,0.001656665,-0.033604828,0.000343072,0.038659653,0.037165084,0.967754284,71,2588.438976,2674.686147,2273.483225,36.45688699,0.595960422
781,113,2508,4,1,25080401,R25115,401,6/12/2025,13,5.050687709,12.86235486,1263.717502,645545.7706,0.18480799,0.002780411,0.057457824,0.001800571,-0.034334707,0.000204794,0.043399638,0.04151611,0.929971019,67,2594.745007,2790.135342,2371.615041,38.72753741,0.60652921
782,114,2508,4,2,25080402,I25202,402,6/12/2025,13,4.507464731,7.176502284,1316.893581,434673.1236,0.178241039,0.001635873,0.052091391,0.001299366,-0.033531079,0.000168475,0.024380222,0.023785827,0.955965443,67,768.4490157,803.846019,683.2691162,11.46938829,0.606439828
783,115,2508,4,3,25080403,R22710,403,6/12/2025,13,5.645250555,20.8415218,1034.138251,883682.2313,0.199902902,0.004954529,0.066631304,0.002884279,-0.025615324,0.000197341,0.076002082,0.070225766,0.96099517,64,3773.012363,3926.151224,3337.228541,58.95331817,0.871102495
784,116,2508,4,4,25080404,I16711,404,6/12/2025,13,5.881275162,44.54326754,894.6200095,1199965.6,0.194174637,0.003151133,0.056114909,0.001453651,-0.024991525,0.000294512,0.055185824,0.052140349,0.931447424,61,1865.369791,2002.657094,1702.25853,30.57983263,0.696282964
785,117,2508,5,1,25080501,I25204,501,6/12/2025,13,4.975071225,10.34208073,1199.230939,733904.4283,0.178677245,0.002478491,0.048682441,0.001701375,-0.032496667,0.000283015,0.039584703,0.038017754,0.947739701,70,-23.55002881,-24.8486254,-21.12133159,-0.336428983,0.670835267
786,118,2508,5,2,25080502,S25803,502,6/12/2025,13,4.566878458,9.231231385,1226.749997,732510.3759,0.174438982,0.002129502,0.045130681,0.001422034,-0.031741738,0.000277023,0.031604316,0.030605483,0.932198447,60,2710.101018,2907.214688,2471.132485,45.1683503,0.797749741
787,119,2508,5,3,25080503,I25203,503,6/12/2025,13,4.67215495,7.870737995,1116.594461,608217.5732,0.176587469,0.001543307,0.043974635,0.001133742,-0.03067422,0.000202923,0.026053367,0.025374589,0.909412365,67,1461.762195,1607.370046,1366.264539,21.8173462,0.60126496
788,120,2508,5,4,25080504,R25109,504,6/12/2025,13,4.557823502,10.26808169,972.8305926,655034.5379,0.182923701,0.002061031,0.046480996,0.001261995,-0.03079128,0.000172241,0.034274912,0.033100142,0.957223053,71,3084.158249,3221.984929,2738.687189,43.43884857,0.731873174
789,121,2508,6,1,25080601,R25108,601,6/12/2025,13,5.231059984,9.307115256,945.8651381,622930.4413,0.185898945,0.001760458,0.048157839,0.001255023,-0.030873678,0.000191456,0.030649137,0.029709768,0.940291979,68,1598.804974,1700.328207,1445.278976,23.51183785,0.56995666
790,122,2508,6,2,25080602,R25103,602,6/12/2025,13,5.086157302,11.1951904,877.009292,640572.8257,0.184014667,0.0019345,0.043827133,0.001254988,-0.029886678,0.000145933,0.03265485,0.031588511,0.958790508,67,1855.088943,1934.821974,1644.598678,27.68789467,0.595839241
791,123,2508,6,3,25080603,R25111,603,6/12/2025,13,4.874976031,15.97297331,824.323008,660973.3385,0.191042977,0.002498128,0.050221129,0.001439103,-0.026243442,0.00015043,0.04506232,0.043031708,0.933741638,69,1670.020261,1788.524998,1520.246248,24.20319219,0.636787311
792,124,2508,6,4,25080604,R22703,604,6/12/2025,13,4.877041096,20.58970303,787.3934412,855288.5611,0.195721445,0.003289433,0.053922521,0.001926989,-0.025787123,0.000367676,0.05630137,0.053131526,0.952462542,73,2690.27996,2824.55198,2400.869183,36.85315013,0.657710791
793,125,2508,7,1,25080701,S18904,701,6/12/2025,13,5.480657534,12.85291354,1025.424499,656257.5697,0.191072464,0.002066862,0.056024852,0.001367483,-0.031343502,0.000294946,0.036794521,0.035440684,0.928879978,63,1619.976234,1744.010283,1482.408741,25.71390847,0.532171874
794,126,2508,7,2,25080702,I13401,702,6/12/2025,13,6.253047695,23.03245208,926.3538011,850658.1436,0.197262755,0.003138463,0.059458059,0.001832222,-0.028953921,0.000299848,0.052680602,0.049905356,0.97229715,68,2387.353563,2455.374433,2087.068268,35.10814063,0.680034945
795,127,2508,7,3,25080703,R25116,703,6/12/2025,13,4.928088102,8.369017102,913.6246557,394323.7472,0.184628091,0.001447609,0.045741993,0.001043385,-0.030362888,0.000213331,0.023861053,0.023291703,0.895991688,58,2783.167467,3106.242506,2640.30613,47.98564598,0.625631641
796,128,2508,7,4,25080704,R25101,704,6/12/2025,13,4.885337934,8.385828402,845.8575199,536908.6815,0.182995996,0.001577695,0.042173716,0.001294466,-0.031872868,0.000298736,0.024728886,0.024117368,0.915977108,52,2265.819234,2473.663604,2102.614063,43.5734468,0.576994384
797,129,2508,8,1,25080801,R25106,801,6/12/2025,13,5.318594011,12.29840471,769.0358457,521819.1328,0.184265498,0.002078133,0.041541546,0.001505675,-0.032186788,0.000319009,0.032985398,0.031897361,0.932265179,72,1913.748968,2052.794645,1744.875448,26.57984677,0.488699256
798,130,2508,8,2,25080802,I22031,802,6/12/2025,13,5.652462251,17.40397704,663.2495904,649933.5639,0.186157945,0.002742332,0.040340218,0.00174884,-0.031083741,0.000256863,0.046312789,0.044167915,0.976432633,73,3045.97801,3119.496324,2651.571875,41.72572617,0.585283276
799,131,2508,8,3,25080803,I25201,803,6/12/2025,13,5.019096414,15.99281322,692.2520783,521312.4478,0.18647883,0.002730404,0.041385517,0.001754162,-0.029353146,0.000142607,0.044466972,0.04248966,0.915301194,67,1790.669627,1956.372,1662.9162,26.72641235,0.721624426
800,132,2508,8,4,25080804,R25107,804,6/12/2025,13,4.73977145,15.28680688,804.0880329,821653.0715,0.190876651,0.002579518,0.049261221,0.001532304,-0.027714072,0.000238978,0.047710394,0.045434113,0.975228304,77,2386.692145,2447.31632,2080.218872,30.99600189,0.614700911
801,133,2508,9,1,25080901,S25801,901,6/12/2025,13,4.081874709,7.947743624,737.9178568,549121.246,0.147760362,0.002045793,0.003550899,0.001428028,-0.04577121,0.000166456,0.023666694,0.023106582,0.897180249,58,3578.343624,3988.433348,3390.168346,61.69557972,0.693364282
802,134,2508,9,2,25080902,S25803,902,6/12/2025,13,3.905795314,7.277274265,651.0831567,777860.2514,0.14540611,0.00153825,-0.00218326,0.001218988,-0.043829197,0.000170458,0.017125634,0.016832346,0.91783169,52,2509.529215,2734.193255,2324.064267,48.26017722,0.687808874
803,135,2508,9,3,25080903,R22710,903,6/12/2025,13,4.833867565,12.96168798,600.2295882,627665.8962,0.174664794,0.003784442,0.026720101,0.002355465,-0.033170826,0.000171669,0.057258705,0.053980146,0.944899112,63,4773.547628,5051.912491,4294.125617,75.77059727,0.826774449
804,136,2508,9,4,25080904,R22703,904,6/12/2025,13,4.98021972,18.85837973,842.0274897,759967.6658,0.187051459,0.003121633,0.046691754,0.001818135,-0.029048354,0.000175483,0.050902715,0.048311629,0.947377055,71,3534.769157,3731.111217,3171.444534,49.78548108,0.642656254
805,137,2508,10,1,25081001,I13401,1001,6/12/2025,13,5.722814324,21.5017593,803.4245432,1379477.251,0.189356361,0.003520988,0.047964142,0.001843116,-0.030207256,0.000218407,0.051480862,0.048830583,0.963489546,64,2971.123007,3083.710684,2621.154081,46.42379699,0.769926003
806,138,2508,10,2,25081002,R25110,1002,6/12/2025,13,5.970547945,34.84957093,756.738482,1457718.897,0.189292957,0.003667236,0.046186066,0.001828138,-0.028328956,0.000186051,0.052493151,0.04973762,0.939836331,60,2238.476234,2381.772399,2024.506539,37.30793723,0.805854404
807,139,2508,10,3,25081003,I25201,1003,6/12/2025,13,5.165168786,15.05629007,864.7068609,792179.1346,0.18882151,0.003249553,0.048873867,0.001860675,-0.028283035,0.000127546,0.051211092,0.048588516,0.913853445,71,1579.027463,1727.878219,1468.696486,22.23982342,0.674206912
808,140,2508,10,4,25081004,R25112,1004,6/12/2025,13,4.875534012,13.17146736,987.7031656,804708.9319,0.187510013,0.002663495,0.05098998,0.001629117,-0.030226537,0.00020636,0.046171541,0.04403973,0.966808231,74,3369.27511,3484.946653,2962.204655,45.53074474,0.75576062
809,141,2508,11,1,25081101,R25109,1101,6/12/2025,13,5.010055345,9.541161425,959.177363,606205.9022,0.178972993,0.002355253,0.042413376,0.001575641,-0.032399482,0.000181178,0.033700477,0.032564755,0.894462469,66,2969.752257,3320.153006,2822.130055,44.99624631,0.727317406
810,142,2508,11,2,25081102,I25202,1102,6/12/2025,13,5.121603856,11.21943687,943.2937447,617067.937,0.181800992,0.002351071,0.044323586,0.001566834,-0.030618264,0.000153403,0.034783085,0.033573222,0.956585926,70,1275.284905,1333.162939,1133.188499,18.21835578,0.67423726
811,143,2508,11,3,25081103,R25111,1103,6/12/2025,13,5.33705033,17.21213203,878.8630701,761056.7985,0.187650895,0.003081242,0.048358908,0.001781192,-0.028813634,0.000134883,0.0495904,0.047131192,0.919640579,68,2581.408633,2806.975564,2385.929229,37.96189166,0.686830894
812,144,2508,11,4,25081104,R25104,1104,6/12/2025,13,5.006189915,16.39397993,910.3107998,854324.7572,0.185348778,0.002983503,0.046723716,0.001787669,-0.030574136,0.000196701,0.046260031,0.044120041,0.953155189,61,3143.051181,3297.523023,2802.894569,51.5254292,0.702687203
813,145,2508,12,1,25081201,I25205,1201,6/12/2025,13,5.862053853,15.02444198,839.2888817,749964.0155,0.193251021,0.003690948,0.053140858,0.002469816,-0.031556767,0.000275617,0.059961103,0.056365769,0.940618963,67,695.8277319,739.7551608,628.7918867,10.38548854,0.704028404
814,146,2508,12,2,25081202,R25114,1202,6/12/2025,13,5.433555318,14.16736975,832.2676313,856920.5163,0.193235092,0.003624459,0.052311283,0.00240532,-0.030969413,0.000217941,0.058209323,0.054820998,0.944482922,62,3387.434271,3586.548991,3048.566642,54.63603663,0.765488055
815,147,2508,12,3,25081203,I25204,1203,6/12/2025,13,5.113955273,9.575920137,863.0894868,544830.6841,0.189168059,0.002900832,0.049413113,0.001890902,-0.029885538,0.000175067,0.04886538,0.046477555,0.937883897,69,-23.55002881,-25.10974854,-21.34328626,-0.341304765,0.789062713
816,148,2508,12,4,25081204,R25106,1204,6/12/2025,13,5.092216652,16.47761976,844.6358892,899450.0403,0.184509512,0.0027001,0.043865801,0.00162787,-0.032170677,0.000529811,0.044026191,0.042087886,0.950658914,70,2993.328788,3148.688498,2676.385223,42.76183983,0.726255153
817,149,2508,13,1,25081301,S25802,1301,6/12/2025,13,4.362381174,3.784851158,1110.930652,548902.204,0.178222905,0.00104354,0.045864371,0.001132413,-0.034272332,0.000191032,0.014218009,0.014015858,0.865782087,44,2255.368542,2605.007167,2214.256092,51.25837596,0.595407759
818,150,2508,13,2,25081302,R25102,1302,6/12/2025,13,5.278132449,10.986538,955.7914786,862383.2752,0.187310506,0.002365252,0.050454152,0.00157572,-0.032156027,0.000170583,0.040825273,0.03915857,0.969377153,68,2784.909737,2872.885675,2441.952824,40.95455495,0.653869259
819,151,2508,13,3,25081303,I25203,1303,6/12/2025,13,4.452241342,6.552355235,1017.362681,523507.2532,0.185813677,0.001459323,0.050827302,0.001260283,-0.028810151,0.000127923,0.026167251,0.025482526,0.948675889,67,1309.150182,1379.976236,1172.979801,19.53955496,0.597475188
820,152,2508,13,4,25081304,R25107,1304,6/12/2025,13,5.209631883,14.16376765,858.5923307,801256.0041,0.192608537,0.002879926,0.053194379,0.001757765,-0.02805832,0.000227014,0.05131157,0.048678693,0.970200667,67,2816.462622,2902.969167,2467.523792,42.03675556,0.642496245
821,153,2508,14,1,25081401,R25113,1401,6/12/2025,13,5.497287671,6.523910451,677.8078303,504742.8201,0.189268418,0.002180274,0.044133853,0.00160271,-0.027088082,0.000209256,0.036712329,0.035364534,0.942147857,62,2030.880978,2155.586263,1832.248324,32.7561448,0.694670453
