fid,id,Mason ComboCode,Trial,Row,Column,DAS,MasonPlot#,612ExR_mean,612ExR_variance,612NDRE_mean,612NDRE_variance,612gNDVI_mean,612gNDVI_variance,612THRESH_mean,612THRESH_variance,612PLTCOUNT,6-12HA_mean
319,2025,25031105,2503,11,5,13,1105,1465.433734,508661.7861,-0.031196889,0.000305883,0.061784403,0.000956775,0.018299364,0.017964498,91,0.958952299
320,2026,25031201,2503,12,1,13,1201,1346.799129,568958.5823,-0.01859919,0.000352055,0.067574601,0.00103242,0.023334794,0.022790281,74,0.970872371
321,2027,25031202,2503,12,2,13,1202,1401.610305,732683.6029,-0.021142403,0.000476905,0.071924044,0.001258054,0.031198641,0.030225286,82,0.960937642
322,2028,25031203,2503,12,3,13,1203,1355.538021,509071.0877,-0.026452198,0.000325807,0.064672623,0.001058367,0.027443032,0.026689912,74,0.948529144
323,2029,25031204,2503,12,4,13,1204,1346.527033,561502.7753,-0.027885617,0.000342687,0.059586248,0.0010151,0.022127893,0.021638249,75,0.940745466
324,2030,25031205,2503,12,5,13,1205,1334.219776,675819.4516,-0.02505126,0.000311789,0.063840557,0.001140349,0.030486469,0.029557044,89,0.973059677
325,3001,25031301,2503,13,1,13,1301,1221.670829,383626.8974,-0.028303459,0.000266673,0.034571392,0.000932137,0.00482205,0.004798798,33,0.717134161
326,3002,25031302,2503,13,2,13,1302,1304.589079,896747.2379,-0.026064428,0.000355824,0.058502185,0.001476578,0.036164384,0.034856521,78,0.968958478
327,3003,25031303,2503,13,3,13,1303,1222.267748,559296.7327,-0.02947911,0.000238704,0.052651704,0.000964828,0.022383562,0.021882538,90,0.980641986
328,3004,25031304,2503,13,4,13,1304,968.654354,817907.3845,-0.027399312,0.000347273,0.05873139,0.001589067,0.048309311,0.045975522,77,0.964091067
329,3005,25031305,2503,13,5,13,1305,912.8617861,913221.6595,-0.027341999,0.000320379,0.054995094,0.001443254,0.040013146,0.038412094,90,0.983758954
330,3006,25031401,2503,14,1,13,1401,1283.921271,562040.0292,-0.02742677,0.000267415,0.049470668,0.001215611,0.024072299,0.023492823,104,0.982610598
331,3007,25031402,2503,14,2,13,1402,1324.995825,776837.652,-0.029047932,0.000373898,0.054708327,0.001352427,0.03536405,0.034113434,79,0.968305174
332,3008,25031403,2503,14,3,13,1403,1315.837916,618477.1027,-0.032477469,0.000281905,0.052394799,0.001095395,0.026801129,0.026082829,79,0.968393423
333,3009,25031404,2503,14,4,13,1404,1227.706381,746987.5587,-0.03302729,0.000359571,0.051048776,0.001311585,0.0281119,0.027321621,86,0.984779993
334,3010,25031405,2503,14,5,13,1405,1185.43229,899990.1497,-0.032857262,0.000319867,0.048798039,0.001263176,0.028816391,0.027986007,87,0.980459707
335,3011,25031501,2503,15,1,13,1501,1232.61148,724439.9206,-0.028584549,0.000347175,0.056188652,0.001497525,0.03583758,0.034553248,85,0.978639255
336,3012,25031502,2503,15,2,13,1502,1396.820408,563441.9389,-0.030019787,0.000435205,0.056860258,0.001426286,0.0208516,0.020416811,79,0.962345308
337,3013,25031503,2503,15,3,13,1503,1407.601156,560208.6352,-0.034165513,0.000332209,0.054658035,0.0011737,0.017040162,0.016749795,78,0.969870404
338,3014,25031504,2503,15,4,13,1504,1210.227436,1304791.835,-0.036353985,0.000423521,0.05418472,0.001786876,0.043955743,0.042023636,68,0.958425983
339,3015,25031505,2503,15,5,13,1505,1227.404793,1026997.835,-0.037215169,0.000334601,0.044235813,0.001101204,0.021912405,0.021432252,80,0.976360157
340,3016,25031601,2503,16,1,13,1601,1065.340434,867842.2294,-0.02810145,0.00028952,0.054879621,0.001584461,0.040187377,0.038572351,85,0.98084389
341,3017,25031602,2503,16,2,13,1602,1156.610525,910351.4199,-0.028958231,0.000497428,0.057919001,0.001801781,0.040701658,0.039045033,82,0.977855542
342,3018,25031603,2503,16,3,13,1603,1285.802301,608357.025,-0.03345794,0.000336058,0.055848887,0.001360614,0.030433353,0.029507164,78,0.965643568
343,3019,25031604,2503,16,4,13,1604,1222.615745,987404.3337,-0.037088465,0.00037264,0.049668791,0.00134169,0.03407659,0.032915376,74,0.963292385
344,3020,25031605,2503,16,5,13,1605,1308.528341,1222438.478,-0.033964803,0.000375887,0.056476673,0.001491633,0.040310205,0.038685292,83,0.985873389
345,3021,25031701,2503,17,1,13,1701,1115.319534,740801.5883,-0.033388781,0.000261018,0.044893017,0.001247783,0.034493151,0.033303373,86,0.983086064
346,3022,25031702,2503,17,2,13,1702,1266.785908,1145521.567,-0.032902448,0.00043739,0.062473396,0.001984629,0.059672472,0.056111668,66,0.974517881
347,3023,25031703,2503,17,3,13,1703,1426.136932,833389.1087,-0.036077168,0.000270391,0.059129882,0.001401553,0.033302269,0.032193228,76,0.971109329
348,3024,25031704,2503,17,4,13,1704,1291.858797,1384334.002,-0.035331429,0.000323564,0.057216098,0.001284687,0.040032881,0.03843025,95,0.981318801
349,3025,25031705,2503,17,5,13,1705,1328.197847,1367527.972,-0.033474974,0.000328626,0.05471271,0.001255658,0.032867707,0.031787421,78,0.9726764
350,3026,25031801,2503,18,1,13,1801,1045.034442,672105.4573,-0.032827807,0.000234699,0.048529891,0.001331963,0.033466725,0.032346703,85,0.983651077
351,3027,25031802,2503,18,2,13,1802,1034.776983,851902.0214,-0.036131645,0.000315127,0.047640784,0.001512651,0.041430333,0.03971386,71,0.962688199
352,3028,25031803,2503,18,3,13,1803,1109.604267,747421.4577,-0.03794655,0.000250711,0.047762095,0.001377485,0.039687757,0.038112639,81,0.981627966
353,3029,25031804,2503,18,4,13,1804,1150.736618,910845.8042,-0.037602507,0.000285184,0.043498813,0.001102666,0.030480624,0.029551556,76,0.965224365
354,3030,25031805,2503,18,5,13,1805,1190.591723,941781.466,-0.035090378,0.000305075,0.043584646,0.001223783,0.02873028,0.027904851,81,0.97200452
355,4001,25031901,2503,19,1,13,1901,907.6365883,789812.8112,-0.030618161,0.000239519,0.052996032,0.001690528,0.052030248,0.049323102,94,0.985181
356,4002,25031902,2503,19,2,13,1902,1104.246491,688116.166,-0.033803476,0.000349735,0.047596627,0.00130891,0.024637562,0.024030553,82,0.966480141
357,4003,25031903,2503,19,3,13,1903,1046.31277,493277.789,-0.040636934,0.000214948,0.029646538,0.000887898,0.017785695,0.017469364,63,0.931463152
358,4004,25031904,2503,19,4,13,1904,977.1242392,922821.6428,-0.043284922,0.000289139,0.020505868,0.001254257,0.032055673,0.031028107,78,0.970620398
359,4005,25031905,2503,19,5,13,1905,1135.118151,978678.5054,-0.042535414,0.000336076,0.02190405,0.001424668,0.027745063,0.026975275,81,0.970325544
360,4006,25032001,2503,20,1,13,2001,794.6488491,859791.9315,-0.032137697,0.000251292,0.046195059,0.001331195,0.040862749,0.039192985,83,0.982683194
361,4007,25032002,2503,20,2,13,2002,862.1524107,1010897.421,-0.034443782,0.00035577,0.047747293,0.001498897,0.043803419,0.041884679,84,0.982812044
362,4008,25032003,2503,20,3,13,2003,981.1010714,689470.9346,-0.037052054,0.000256478,0.043665394,0.00124547,0.032329653,0.031284446,69,0.977417297
363,4009,25032004,2503,20,4,13,2004,975.2424947,1355652.047,-0.035730547,0.000480378,0.045026985,0.001650626,0.04555166,0.043476706,90,0.98534665
364,4010,25032005,2503,20,5,13,2005,1139.466128,1114293.898,-0.033380851,0.000370961,0.048390665,0.001500009,0.038922976,0.037407978,90,0.981462579
365,4011,25032101,2503,21,1,13,2101,1061.212524,798395.227,-0.030181539,0.000255837,0.041828005,0.000795063,0.009697036,0.009603004,36,0.747507518
366,4012,25032102,2503,21,2,13,2102,1008.692664,1670783.829,-0.029471131,0.000494875,0.058269688,0.001704392,0.053141949,0.050317882,72,0.976522912
367,4013,25032103,2503,21,3,13,2103,1066.466495,1222524.105,-0.033283918,0.000385857,0.061430872,0.001517429,0.059740331,0.056171424,74,0.974283267
368,4014,25032104,2503,21,4,13,2104,1214.970624,697491.9751,-0.036631688,0.000319575,0.055435707,0.001050939,0.030789459,0.029841468,86,0.97885681
369,4015,25032105,2503,21,5,13,2105,1355.185051,647377.7536,-0.036369704,0.000234301,0.055191771,0.000890413,0.020823059,0.020389459,81,0.967208633
370,4016,25032201,2503,22,1,13,2201,1056.956362,937465.0353,-0.025448836,0.000303475,0.057401373,0.001323283,0.041217067,0.039518221,87,0.978308817
371,4017,25032202,2503,22,2,13,2202,1181.56472,646034.6147,-0.02997863,0.000363617,0.052065225,0.001159313,0.025332749,0.024691001,83,0.973042432
372,4018,25032203,2503,22,3,13,2203,1267.137507,418447.7631,-0.03469168,0.000212814,0.049965482,0.000837151,0.018246575,0.017913638,75,0.964583219
373,4019,25032204,2503,22,4,13,2204,1299.901778,751170.4497,-0.031447757,0.000325044,0.062895506,0.001237672,0.035758323,0.034479665,92,0.981808902
374,4020,25032205,2503,22,5,13,2205,1343.631305,886843.5728,-0.027836919,0.000424874,0.06910457,0.001312754,0.041652965,0.039917996,94,0.980168784
375,4021,25032301,2503,23,1,13,2301,815.9805272,407209.798,-0.028122204,0.000243646,0.037558614,0.000992912,0.012766424,0.012603442,67,0.948907238
376,4022,25032302,2503,23,2,13,2302,827.389749,694865.4289,-0.029574844,0.000396325,0.043248164,0.001265586,0.026107443,0.025425845,99,0.986274653
377,4023,25032303,2503,23,3,13,2303,964.0848762,636593.2421,-0.032115414,0.000307811,0.049800903,0.001327078,0.037255171,0.035867223,84,0.981006544
378,4024,25032304,2503,23,4,13,2304,1198.730788,647140.299,-0.031439251,0.000400074,0.054796752,0.00126768,0.0261608,0.025476412,88,0.978802902
379,4025,25032305,2503,23,5,13,2305,1166.33262,921191.235,-0.029937729,0.000297907,0.053473448,0.001311844,0.028837464,0.028005865,81,0.974628634
380,4026,25032401,2503,24,1,13,2401,464.2237092,610467.2187,-0.025718567,0.000252093,0.03866687,0.001091119,0.029691309,0.028809735,92,0.984489201
381,4027,25032402,2503,24,2,13,2402,487.3867632,683664.742,-0.028027879,0.000367569,0.039709054,0.001333974,0.034872891,0.033656772,86,0.982192655
382,4028,25032403,2503,24,3,13,2403,450.8293954,539923.164,-0.030503991,0.00028676,0.038055001,0.001093428,0.03068325,0.029741788,75,0.975776907
383,4029,25032404,2503,24,4,13,2404,332.7716752,672742.1543,-0.029867032,0.000296551,0.035840452,0.000987165,0.02803431,0.027248387,84,0.974809063
384,4030,25032405,2503,24,5,13,2405,239.3887643,774408.1237,-0.027637773,0.000454927,0.035091172,0.001212208,0.029541531,0.028668829,82,0.982101848
385,101,25040101,2504,1,1,13,101,1080.177558,312559.0443,-0.036053648,0.00016186,0.024499496,0.000975145,0.011999014,0.011855037,69,0.950073823
386,102,25040102,2504,1,2,13,102,958.5607101,501516.1828,-0.042046601,0.00018644,0.029969846,0.001743208,0.037234917,0.035848478,96,0.982939011
387,103,25040103,2504,1,3,13,103,917.7032854,500027.9729,-0.043886937,0.000200546,0.029744656,0.001725983,0.034822872,0.033610239,92,0.984378703
388,104,25040104,2504,1,4,13,104,894.8750986,523415.0672,-0.041306977,0.000208395,0.034784538,0.001592157,0.041392724,0.039679366,100,0.988171396
389,105,25040201,2504,2,1,13,201,869.9172839,483555.2022,-0.026702925,0.000143961,0.051999695,0.001707327,0.047719548,0.045442393,97,0.985054769
390,106,25040202,2504,2,2,13,202,899.3810333,458388.671,-0.025214945,0.000199673,0.048316312,0.001548904,0.040278387,0.038656038,92,0.981553717
391,107,25040203,2504,2,3,13,203,910.5741169,511557.6053,-0.027904419,0.000194356,0.046620113,0.001450263,0.035421746,0.034167046,93,0.977271899
392,108,25040204,2504,2,4,13,204,750.9550805,647635.9693,-0.031663994,0.000198967,0.048982251,0.001625276,0.050793129,0.048213187,87,0.982648951
393,109,25040301,2504,3,1,13,301,1131.079492,535683.4894,-0.024658293,0.000146317,0.057298176,0.001491255,0.040271766,0.038649951,81,0.942242149
394,110,25040302,2504,3,2,13,302,1057.99205,1044285.887,-0.021691204,0.000241431,0.058453779,0.002049539,0.045723522,0.043632882,95,0.97894756
395,111,25040303,2504,3,3,13,303,1112.082476,1296415.88,-0.025185004,0.000325363,0.055206603,0.001896649,0.035508795,0.03424792,86,0.95672779
396,112,25040304,2504,3,4,13,304,932.8789246,1169139.673,-0.034791935,0.000355829,0.04595936,0.00211771,0.051167507,0.048549393,85,0.98512713
397,113,25040401,2504,4,1,13,401,1255.947727,481764.6487,-0.030727473,0.000155966,0.054381687,0.001052569,0.023404314,0.022856552,70,0.942236885
398,114,25040402,2504,4,2,13,402,866.6526339,881849.0299,-0.026904897,0.000239194,0.057749946,0.002000955,0.05574741,0.052639636,73,0.968412227
399,115,25040403,2504,4,3,13,403,957.1799029,806818.9001,-0.028362619,0.000373616,0.053963988,0.001529759,0.03045254,0.029525182,86,0.909087595
400,116,25040404,2504,4,4,13,404,920.9661478,559065.6539,-0.032031132,0.000198583,0.054401758,0.001740831,0.043835616,0.041914055,59,0.951387117
401,117,25040501,2504,5,1,13,501,1170.112046,572296.5377,-0.029857751,0.000189663,0.063566799,0.001652399,0.047992326,0.045689062,76,0.949658252
402,118,25040502,2504,5,2,13,502,1145.065618,575549.8372,-0.031115799,0.000277024,0.053645972,0.001133835,0.023891066,0.023320282,90,0.979621967
403,119,25040503,2504,5,3,13,503,1152.126626,749471.7418,-0.033717727,0.000402421,0.055979876,0.001343625,0.035224191,0.033983448,75,0.952371405
404,120,25040504,2504,5,4,13,504,1162.15911,441971.5806,-0.038878122,0.000207963,0.054239821,0.001334575,0.038298222,0.036831468,104,0.990467511
405,121,25040601,2504,6,1,13,601,1281.234356,505809.4403,-0.02593235,0.000298899,0.065996159,0.0017106,0.049197392,0.046777009,87,0.962031316
406,122,25040602,2504,6,2,13,602,1038.062673,583919.9696,-0.021802994,0.000225021,0.05481235,0.00139249,0.033360723,0.032247785,92,0.969248997
407,123,25040603,2504,6,3,13,603,1032.960154,810040.3615,-0.02341422,0.000292109,0.053955346,0.001132497,0.027811267,0.0270378,83,0.941271895
408,124,25040604,2504,6,4,13,604,1088.413308,465002.6246,-0.029042871,0.000223786,0.052259935,0.001078919,0.024517189,0.023916097,88,0.967520277
409,125,25040701,2504,7,1,13,701,1367.115612,455186.1435,-0.028021434,0.000207004,0.060376229,0.001428622,0.028072962,0.027284871,70,0.894614053
410,126,25040702,2504,7,2,13,702,1194.957084,572001.159,-0.02478897,0.00018137,0.056303414,0.001494768,0.032344644,0.031298468,86,0.9861668
411,127,25040703,2504,7,3,13,703,1186.594577,638363.2267,-0.026598159,0.000232167,0.05626124,0.001365803,0.032401194,0.031351357,87,0.938287131
412,128,25040704,2504,7,4,13,704,1163.44707,451092.2077,-0.029498287,0.000294504,0.056687365,0.001126141,0.026271813,0.025581605,100,0.971764491
413,129,25040801,2504,8,1,13,801,1118.965787,495816.9237,-0.027747343,0.00019986,0.060069427,0.0017116,0.043135322,0.041274666,88,0.958899116
414,130,25040802,2504,8,2,13,802,998.3520789,707858.3469,-0.026984157,0.000192502,0.053100283,0.001490172,0.037496576,0.036090583,98,0.980607651
415,131,25040803,2504,8,3,13,803,1029.73303,810763.8459,-0.028105864,0.000216514,0.055535317,0.001580426,0.041763659,0.040019456,79,0.942893077
416,132,25040804,2504,8,4,13,804,1067.960677,599599.481,-0.031489968,0.000361904,0.057423295,0.001486193,0.045625188,0.043543531,89,0.982594591
417,133,25040901,2504,9,1,13,901,1191.736981,570642.8698,-0.030237456,0.000175431,0.05536727,0.00164034,0.044395147,0.042424218,81,0.936610349
418,134,25040902,2504,9,2,13,902,1124.895127,1077712.812,-0.027132874,0.000152964,0.050172641,0.001416586,0.027939847,0.027159212,81,0.967794849
419,135,25040903,2504,9,3,13,903,1196.333077,1591874.832,-0.027326742,0.000196643,0.056393745,0.00163701,0.037221796,0.035836334,83,0.967102265
420,136,25040904,2504,9,4,13,904,1150.740715,919265.9076,-0.03127899,0.000258149,0.057042505,0.001443454,0.045869297,0.043765305,81,0.986347563
421,137,25041001,2504,10,1,13,1001,1162.65826,635529.8217,-0.029525768,0.000183073,0.061538109,0.001672814,0.044511443,0.042530174,79,0.964057886
422,138,25041002,2504,10,2,13,1002,939.3181156,1052979.541,-0.029005347,0.000204237,0.05633817,0.001571422,0.038911572,0.037397462,84,0.961849037
423,139,25041003,2504,10,3,13,1003,951.7829307,1197422.339,-0.030450574,0.000240348,0.058930233,0.001557899,0.042262786,0.040476643,92,0.951079923
424,140,25041004,2504,10,4,13,1004,1035.916105,621700.1704,-0.033197634,0.000214145,0.052926803,0.001187386,0.027340219,0.026592731,73,0.947089272
425,141,25041101,2504,11,1,13,1101,1372.147975,314437.6947,-0.030046605,0.000179011,0.055474054,0.000877032,0.011451427,0.011320292,58,0.874036271
426,142,25041102,2504,11,2,13,1102,1120.395085,908093.5197,-0.027191932,0.000230823,0.059445299,0.001464157,0.038708087,0.037209771,93,0.980460776
427,143,25041103,2504,11,3,13,1103,1127.076167,1185992.073,-0.027828571,0.000335801,0.062063525,0.001785952,0.047138785,0.04491672,79,0.923013833
428,144,25041104,2504,11,4,13,1104,1123.271234,838724.3649,-0.028403877,0.000290002,0.060256326,0.001596748,0.041678084,0.039941021,97,0.98487058
429,145,25041201,2504,12,1,13,1201,1226.776691,484846.1443,-0.024678327,0.000235029,0.06142922,0.001366024,0.033470282,0.032350022,80,0.894622676
430,146,25041202,2504,12,2,13,1202,1074.320399,935632.9826,-0.026785783,0.000285851,0.056683908,0.001536911,0.038057923,0.036609517,82,0.968739177
431,147,25041203,2504,12,3,13,1203,1130.935969,1090506.805,-0.029529935,0.000354509,0.056303746,0.001601301,0.031774728,0.030765095,90,0.941925958
432,148,25041204,2504,12,4,13,1204,1138.277687,554453.9473,-0.032908627,0.000207866,0.052730854,0.001388884,0.024433001,0.023836029,67,0.922698358
433,149,25041301,2504,13,1,13,1301,702.1675897,436449.7582,-0.034548011,0.000272901,0.032806046,0.001652042,0.03728665,0.035896355,101,0.968557471
434,150,25041302,2504,13,2,13,1302,295.6040752,544702.3973,-0.048266772,0.000289333,-0.004679005,0.001849771,0.031494769,0.030502849,105,0.989008786
435,151,25041303,2504,13,3,13,1303,190.3017826,611710.7953,-0.054431623,0.000310638,-0.015715244,0.001730261,0.029741202,0.028856663,90,0.95317427
436,152,25041304,2504,13,4,13,1304,466.8606493,428125.6526,-0.050326609,0.000249918,0.001496108,0.00150059,0.021695658,0.021224957,101,0.984289568
437,153,25041401,2504,14,1,13,1401,768.646336,823930.6629,-0.03582269,0.000251541,0.03870471,0.002061537,0.058783247,0.055327777,76,0.973789735
438,154,25041402,2504,14,2,13,1402,174.1874901,697558.2824,-0.043944844,0.000241543,7.20E-05,0.002003982,0.049541284,0.047086946,84,0.979276406
439,155,25041403,2504,14,3,13,1403,112.143893,528583.6053,-0.04797628,0.000323312,-0.010545491,0.001839429,0.033268477,0.032161686,100,0.978255719
440,156,25041404,2504,14,4,13,1404,374.4869033,457907.1121,-0.048498764,0.000291368,0.001675655,0.00127859,0.025754836,0.025091524,86,0.980678794
441,157,25041501,2504,15,1,13,1501,885.2852218,567242.0706,-0.033721167,0.000383856,0.035790616,0.001754221,0.030833744,0.029883025,92,0.970873963
442,158,25041502,2504,15,2,13,1502,292.0057581,790927.7275,-0.034272373,0.00030539,0.007971354,0.001511526,0.026790117,0.026072406,100,0.987095363
443,159,25041503,2504,15,3,13,1503,240.4633847,1132485.116,-0.034510617,0.000304388,0.00686339,0.001707169,0.027643078,0.026878938,86,0.943183682
444,160,25041504,2504,15,4,13,1504,543.6376722,1078424.779,-0.035326254,0.000276566,0.027720406,0.00193979,0.037453081,0.036050348,80,0.9736444
445,161,25041601,2504,16,1,13,1601,1228.581413,696056.3792,-0.029988069,0.00029563,0.053647897,0.001389974,0.03296071,0.031874302,92,0.981609405
446,162,25041602,2504,16,2,13,1602,939.1122215,952531.3662,-0.023764261,0.000349104,0.054000788,0.001604947,0.040683817,0.039028644,99,0.986695342
447,163,25041603,2504,16,3,13,1603,979.6919181,848043.1298,-0.02257041,0.0004238,0.061224976,0.002255123,0.048520548,0.046166304,92,0.983086373
448,164,25041604,2504,16,4,13,1604,1067.505637,710445.4399,-0.027531357,0.000480319,0.060761271,0.002125464,0.046099485,0.043974323,99,0.989009787
449,165,25041701,2504,17,1,13,1701,1195.33434,1012419.051,-0.028360529,0.00025536,0.062343729,0.002405066,0.060899104,0.057190403,81,0.984707919
450,166,25041702,2504,17,2,13,1702,1103.106789,803902.0962,-0.025817523,0.000377451,0.057484168,0.001663141,0.042931507,0.041088393,91,0.987113355
451,167,25041703,2504,17,3,13,1703,1085.686113,816819.9042,-0.02765304,0.00057521,0.059841517,0.002088465,0.05414292,0.051211464,79,0.978236699
452,168,25041704,2504,17,4,13,1704,1198.217121,857361.7465,-0.030712214,0.000477145,0.061389023,0.002063273,0.044720905,0.042720946,76,0.97736303
453,169,25041801,2504,18,1,13,1801,1094.927294,791460.7517,-0.029742046,0.000197847,0.051764726,0.001584307,0.044736049,0.042734735,78,0.929062244
454,170,25041802,2504,18,2,13,1802,1003.847777,1237995.987,-0.025936979,0.000224968,0.057841298,0.001785141,0.046758156,0.044571831,88,0.984069409
455,171,25041803,2504,18,3,13,1803,1039.781385,1184421.141,-0.028309402,0.000261351,0.056172289,0.001454678,0.035508795,0.03424792,82,0.980042285
456,172,25041804,2504,18,4,13,1804,1030.710857,1072773.132,-0.031188958,0.000284079,0.063991482,0.001877216,0.062107887,0.058250498,82,0.982666861
457,173,25041901,2504,19,1,13,1901,1203.101285,679310.9883,-0.036269838,0.000216559,0.04129805,0.001820497,0.044427401,0.042453607,92,0.985490868
458,174,25041902,2504,19,2,13,1902,1369.443456,903088.3728,-0.030705395,0.000198417,0.053003019,0.001412424,0.031063387,0.030098453,88,0.977743752
459,175,25041903,2504,19,3,13,1903,1502.868878,1043458.531,-0.031772673,0.00023061,0.052515716,0.001133018,0.017394877,0.017092296,74,0.947777109
460,176,25041904,2504,19,4,13,1904,1314.257329,621264.8848,-0.032820625,0.000157273,0.060135036,0.001906799,0.05244123,0.049691147,95,0.988134728
461,177,25042001,2504,20,1,13,2001,1249.174386,901642.0975,-0.03366445,0.000218537,0.058555856,0.0019223,0.059036244,0.055550966,77,0.976996828
462,178,25042002,2504,20,2,13,2002,1565.016612,758912.315,-0.035645203,0.000221954,0.06102907,0.001470043,0.035229981,0.03398883,93,0.987331851
463,179,25042003,2504,20,3,13,2003,1685.19978,744429.9922,-0.037835692,0.000253571,0.059678515,0.001377025,0.029013699,0.028171904,85,0.974373929
464,180,25042004,2504,20,4,13,2004,1486.319215,687139.7546,-0.036777842,0.000202898,0.059887366,0.001450361,0.04098967,0.039309517,91,0.988717762
465,181,25042101,2504,21,1,13,2101,1207.518308,759265.2282,-0.034187592,0.000173547,0.060047353,0.001504007,0.050605513,0.048044595,84,0.978363106
466,182,25042102,2504,21,2,13,2102,1164.882699,672941.0785,-0.034154438,0.000146393,0.053206224,0.001492122,0.041450919,0.03973274,89,0.985437247
467,183,25042103,2504,21,3,13,2103,1229.847117,781750.939,-0.035891733,0.000194196,0.054638546,0.001695735,0.039277986,0.037735226,98,0.980279226
468,184,25042104,2504,21,4,13,2104,1195.91859,594882.9347,-0.038417501,0.000237713,0.050945979,0.00099893,0.026017418,0.025340512,95,0.982537368
469,185,25042201,2504,22,1,13,2201,1318.722319,496505.8122,-0.026037015,0.000217317,0.063169235,0.001443933,0.038407802,0.036932643,87,0.986785024
470,186,25042202,2504,22,2,13,2202,1148.775833,681141.1413,-0.026172171,0.000269935,0.047789859,0.001275264,0.026538493,0.025834202,81,0.975231013
471,187,25042203,2504,22,3,13,2203,1169.585843,929001.0918,-0.025724056,0.000422875,0.053573887,0.001833575,0.03711922,0.035741383,96,0.981152367
472,188,25042204,2504,22,4,13,2204,1119.75253,522269.1232,-0.031174374,0.000299575,0.051019742,0.001277294,0.031237156,0.030261396,96,0.988480187
473,189,25042301,2504,23,1,13,2301,955.2943143,667601.6451,-0.025448966,0.00029756,0.056246764,0.001608703,0.048258107,0.045929262,76,0.979912871
474,190,25042302,2504,23,2,13,2302,904.456937,665090.5289,-0.021916938,0.000384096,0.051430368,0.001466203,0.029166895,0.028316187,94,0.983395002
475,191,25042303,2504,23,3,13,2303,788.5019183,1062351.407,-0.023721089,0.000573329,0.052254562,0.001649133,0.043603376,0.041702122,100,0.983066295
476,192,25042304,2504,23,4,13,2304,786.5414314,841408.101,-0.029956773,0.00040766,0.04115287,0.001177343,0.022830049,0.022308838,74,0.96365691
477,193,25042401,2504,24,1,13,2401,340.6662281,531677.3261,-0.026070678,0.000229614,0.042370414,0.001625235,0.047987065,0.045684306,90,0.982922028
478,194,25042402,2504,24,2,13,2402,661.875918,795860.0616,-0.027061102,0.000239312,0.047956683,0.001835449,0.0369122,0.035549689,84,0.972257159
479,195,25042403,2504,24,3,13,2403,742.5720563,820943.8285,-0.031073646,0.000326834,0.044839907,0.001647814,0.028655964,0.0278348,87,0.972460678
480,196,25042404,2504,24,4,13,2404,605.8162224,539535.3701,-0.036083128,0.000316397,0.038998816,0.00169346,0.044843172,0.042832262,87,0.982175078
481,1001,25060101,2506,1,1,13,101,927.4603095,973515.8741,-0.038208735,0.000279115,0.028125837,0.001224581,0.030543761,0.02961084,65,0.944368495
482,1002,25060102,2506,1,2,13,102,892.3206016,1288667.217,-0.035734141,0.00025663,0.037724383,0.002500585,0.068982522,0.064223933,68,0.961958404
483,1003,25060103,2506,1,3,13,103,955.0849455,1010419.972,-0.037845086,0.000197097,0.031770017,0.002021344,0.054546451,0.051571135,78,0.974100064
484,1004,25060104,2506,1,4,13,104,881.279856,1438024.894,-0.039093266,0.000362052,0.037576403,0.002489157,0.071530366,0.066413773,73,0.976615755
485,1005,25060105,2506,1,5,13,105,836.6947908,1606905.429,-0.040331953,0.000409214,0.037316854,0.002215508,0.06729689,0.062768019,66,0.968249339
486,1006,25060201,2506,2,1,13,201,523.808941,1215989.748,-0.031580751,0.000260194,0.055272313,0.002470105,0.073848851,0.068395198,69,0.966700082
487,1007,25060202,2506,2,2,13,202,512.5397322,1296336.259,-0.031585864,0.000234468,0.050546476,0.00196368,0.061467664,0.05768939,71,0.977926434
488,1008,25060203,2506,2,3,13,203,622.461556,841097.5351,-0.028209209,0.000216135,0.053323436,0.002609158,0.065972603,0.061620218,75,0.974155686
489,1009,25060204,2506,2,4,13,204,714.1027733,1182284.187,-0.023787977,0.000276238,0.059473663,0.002426616,0.071796558,0.066641812,77,0.982047497
490,1010,25060205,2506,2,5,13,205,606.0216562,1739133.687,-0.028344541,0.000291997,0.050883426,0.001696686,0.069154474,0.064372133,72,0.973042924
491,1011,25060301,2506,3,1,13,301,670.0518194,1396746.55,-0.040693859,0.000410961,0.035834684,0.002887961,0.072493151,0.067237894,65,0.957330077
492,1012,25060302,2506,3,2,13,302,596.9119217,1423017.242,-0.036887848,0.000401067,0.034926829,0.002838479,0.076600526,0.070732886,67,0.968743165
493,1013,25060303,2506,3,3,13,303,642.4609078,1312912.696,-0.028540118,0.000299533,0.044070362,0.002722714,0.079779654,0.07341486,67,0.964182859
494,1014,25060304,2506,3,4,13,304,712.7872646,1430696.657,-0.021111324,0.000268948,0.060187057,0.003096453,0.089489259,0.081480932,66,0.971932638
495,1015,25060305,2506,3,5,13,305,753.4159519,1939539.616,-0.021725886,0.000298528,0.06644295,0.002720666,0.091621459,0.083226967,64,0.959625971
496,1016,25060401,2506,4,1,13,401,805.3049944,1024781.302,-0.031490331,0.000491424,0.05850044,0.002684305,0.073806197,0.068358842,65,0.957348304
497,1017,25060402,2506,4,2,13,402,753.6963921,1395702.484,-0.031228213,0.00064867,0.054044779,0.002017858,0.074025369,0.068545614,63,0.934979949
498,1018,25060403,2506,4,3,13,403,936.3699476,997503.9687,-0.027512902,0.00038424,0.053432659,0.001328708,0.04698244,0.04477509,63,0.929937118
