fid,id,Trial,Row,Column,Combocode,MasonPlot#,DAS,ExG_Mean,ExG_Var,ExR_Mean,ExR_Var,NDVI_Mean,NDVI_Var,gNDVI_Mean,gNDVI_Var,NDRE_mean,NDRE_Var,THRESH_mean,THRESH_Var,612PLTCOUNT,6-12HA_mean,,NDRE_mean,NDRE_Var
126,1007,2502,2,1,25020201,201,25,9.335412222,111.9659493,1050.181247,1771953.338,0.212099903,0.013022525,0.078794273,0.007866248,-0.025625535,0.000726555,0.181793315,0.148744505,0.773121651,33,,,
127,1008,2502,2,2,25020202,202,25,7.844678523,63.89984241,1283.38614,1534980.605,0.197016845,0.009494915,0.069359416,0.006078422,-0.030419908,0.000657822,0.137346101,0.11848215,0.947760786,76,,,
128,1009,2502,2,3,25020203,203,25,8.391013018,73.61040058,1287.17689,1310824.971,0.193543852,0.009630742,0.065953117,0.006052109,-0.034269963,0.000647163,0.131987748,0.114566982,0.913602975,47,,,
129,1010,2502,2,4,25020204,204,25,9.934217724,117.5780852,1088.291723,1920312.083,0.224591672,0.014152746,0.09357351,0.008735702,-0.02446242,0.001036875,0.206345733,0.163767171,0.78772579,36,,,
130,1011,2502,2,5,25020205,205,25,9.556345928,134.1674292,1178.173517,2298025.222,0.221246573,0.013819025,0.092241101,0.008328015,-0.023296161,0.001003432,0.183770622,0.14999898,0.883981627,48,,,
131,1013,2502,3,1,25020301,301,25,10.02339581,94.73260355,1073.431047,2213340.056,0.18350414,0.010538492,0.049395008,0.006747679,-0.028261729,0.000823084,0.140238063,0.120571348,0.907263283,45,,,
132,1014,2502,3,2,25020302,302,25,10.12952985,87.06901913,1053.081383,2582644.449,0.191186559,0.013411294,0.056588434,0.009354078,-0.026074122,0.001155514,0.161830266,0.135641231,0.886808961,48,,,
133,1015,2502,3,3,25020303,303,25,9.838251785,85.27433255,1077.90155,1636042.152,0.189381621,0.011856934,0.05540403,0.007643323,-0.031744369,0.001009755,0.159314061,0.133933091,0.867827197,38,,,
134,1016,2502,3,4,25020304,304,25,7.738366844,60.98234826,1420.989912,1192060.139,0.186857496,0.009001059,0.06322695,0.005868385,-0.034576287,0.000963289,0.131582547,0.11426858,0.901861067,55,,,
135,1017,2502,3,5,25020305,305,25,10.08996171,126.6986629,1161.452237,2038781.509,0.212395637,0.013943611,0.081617016,0.008000296,-0.031202716,0.00104341,0.194830416,0.156871525,0.84646229,52,,,
136,1019,2502,4,1,25020401,401,25,10.76419429,174.2584751,910.5055249,2808431.388,0.223660404,0.018058246,0.087655881,0.010750465,-0.020718906,0.00133014,0.221884914,0.172651999,0.775778786,35,,,
137,1020,2502,4,2,25020402,402,25,9.014465409,108.2632034,1148.290631,2727879.083,0.19595887,0.013514153,0.064926193,0.008417475,-0.028804886,0.001422026,0.164260323,0.137278869,0.893905151,63,,,
138,1021,2502,4,3,25020403,403,25,12.30600854,231.3581482,779.6778048,3002243.744,0.23402438,0.021795857,0.094377302,0.012899302,-0.024780219,0.001416284,0.244336215,0.184636029,0.631344889,25,,,
139,1022,2502,4,4,25020404,404,25,9.584057971,139.3155621,1044.037091,1838060.529,0.211386399,0.015528154,0.078737292,0.009916899,-0.032927583,0.001005177,0.190839486,0.154419777,0.70645814,34,,,
140,1023,2502,4,5,25020405,405,25,9.252850619,126.9189492,1077.743606,1894393.769,0.208070312,0.014867325,0.075594453,0.009217196,-0.03446605,0.000881013,0.183095896,0.149571789,0.787940651,36,,,
141,1025,2502,5,1,25020501,501,25,8.236963064,112.8859278,809.2520495,1797936.735,0.206913274,0.014642133,0.067485626,0.009651327,-0.026327623,0.001121373,0.191135431,0.154602678,0.751107304,41,,,
142,1026,2502,5,2,25020502,502,25,7.610703732,93.31649044,917.561322,1938261.468,0.199617086,0.012790342,0.062535733,0.008697967,-0.030657323,0.001175183,0.165125315,0.137858945,0.825398272,45,,,
143,1027,2502,5,3,25020503,503,25,7.584630111,90.32269553,938.4417498,1416779.993,0.198855831,0.012833106,0.06238937,0.008601724,-0.031325958,0.001052835,0.162559825,0.136134128,0.709934378,31,,,
144,1028,2502,5,4,25020504,504,25,8.409182948,124.4313763,914.7015925,1664979.782,0.207516457,0.014411823,0.070567565,0.009022243,-0.027641582,0.000807147,0.186477316,0.151703527,0.684499289,29,,,
145,1029,2502,5,5,25020505,505,25,7.887745889,102.6288863,951.7010371,1586645.835,0.208328476,0.013991798,0.072453067,0.008956693,-0.024844449,0.00074846,0.186150858,0.151498716,0.765858549,38,,,
146,1031,2502,6,1,25020601,601,25,10.13249289,190.2452711,721.2639136,2721023.686,0.208113298,0.018529055,0.066109361,0.010771066,-0.027309887,0.001093973,0.197139576,0.158275563,0.815003828,37,,,
147,1032,2502,6,2,25020602,602,25,8.943943123,117.6810797,918.0380642,2427296.964,0.206184849,0.015693575,0.069814874,0.010000407,-0.027878546,0.001222277,0.188460487,0.152943132,0.731466798,44,,,
148,1033,2502,6,3,25020603,603,25,8.731477176,129.6721725,942.1752808,2020066.26,0.196259401,0.013027839,0.059341978,0.007712508,-0.030225044,0.000853528,0.154582501,0.130686752,0.807524059,33,,,
149,1034,2502,6,4,25020604,604,25,9.442742663,136.7367799,832.3425103,1717805.695,0.223533722,0.015392142,0.085633291,0.00989331,-0.016836567,0.001144859,0.208954407,0.165292463,0.676612653,29,,,
150,1035,2502,6,5,25020605,605,25,9.949354627,152.0283364,761.0341279,2010543.968,0.235533035,0.018281029,0.096172782,0.011845021,-0.011098146,0.001263475,0.229298841,0.176720882,0.680270497,38,,,
151,1037,2502,7,1,25020701,701,25,9.951164127,177.2070211,663.7549013,2182682.672,0.225283678,0.018382861,0.08168702,0.011280241,-0.017545036,0.001115735,0.23134798,0.177826092,0.610567372,29,,,
152,1038,2502,7,2,25020702,702,25,8.297921225,123.7825777,832.2153447,1783423.212,0.215395367,0.016860802,0.076346451,0.011415626,-0.019226911,0.001505269,0.205142232,0.163058897,0.636749722,38,,,
153,1039,2502,7,3,25020703,703,25,10.50810752,185.3710412,639.8386261,2008668.51,0.22692463,0.018611897,0.082263976,0.011483867,-0.02165328,0.001237837,0.234201963,0.179351404,0.575300766,22,,,
154,1040,2502,7,4,25020704,704,25,7.488720571,98.00322926,980.4188398,1418638.427,0.206072259,0.013036081,0.070958974,0.008686248,-0.026281587,0.000875523,0.172923901,0.143021226,0.799041231,43,,,
155,1041,2502,7,5,25020705,705,25,10.66333033,186.8574469,667.618875,2401480.734,0.238477715,0.019681923,0.095767685,0.011751618,-0.020813693,0.000941577,0.243142724,0.18402434,0.735231395,31,,,
156,1043,2502,8,1,25020801,801,25,8.170582925,88.66800462,1020.662111,1694724.312,0.196497216,0.012442629,0.062175287,0.007889091,-0.028526624,0.000749608,0.159859945,0.134304743,0.837407266,35,,,
157,1044,2502,8,2,25020802,802,25,9.029707845,104.9901449,957.2631138,2065561.993,0.201427398,0.014073618,0.065309352,0.008898951,-0.029434583,0.001005801,0.179177153,0.147072701,0.783217293,45,,,
158,1045,2502,8,3,25020803,803,25,9.221523315,99.31687847,882.9437276,1590303.742,0.207921811,0.014395613,0.07029204,0.009305054,-0.029356279,0.000895056,0.197046356,0.158219089,0.793351074,39,,,
159,1046,2502,8,4,25020804,804,25,10.06224521,150.8792414,766.3681085,1920405.612,0.215020987,0.016974684,0.074385788,0.010765284,-0.028322009,0.000959394,0.199266738,0.159559505,0.647248601,29,,,
160,1047,2502,8,5,25020805,805,25,7.983813638,84.47493896,920.6909225,1458031.852,0.197362126,0.012802146,0.05995114,0.008540697,-0.030711516,0.000782692,0.162875267,0.136346914,0.803575985,40,,,
161,1049,2502,9,1,25020901,901,25,7.463984905,79.61640145,1107.930693,1331200.356,0.197457212,0.011501941,0.066430583,0.007929313,-0.023934829,0.001230792,0.160468169,0.134718136,0.795104079,38,,,
162,1050,2502,9,2,25020902,902,25,8.695086271,120.1787456,1051.511608,1844962.772,0.21960851,0.015591754,0.087768728,0.010480445,-0.020287032,0.001608016,0.202482842,0.16148354,0.753185207,33,,,
163,1051,2502,9,3,25020903,903,25,8.132850109,104.4676627,1077.557522,1470974.778,0.213473191,0.013965352,0.082031048,0.008969909,-0.025228853,0.001062841,0.193243982,0.155900746,0.76813998,32,,,
164,1052,2502,9,4,25020904,904,25,8.279263757,111.7146767,1022.594366,1923801.232,0.204941082,0.013006536,0.071833162,0.008176316,-0.028320411,0.001087987,0.180149874,0.147695897,0.756320289,39,,,
165,1053,2502,9,5,25020905,905,25,8.946730838,154.1251396,954.2681231,2909470.379,0.21341532,0.016277682,0.07785392,0.009752973,-0.027141205,0.001113637,0.190707977,0.154338444,0.632887398,27,,,
166,1055,2502,10,1,25021001,1001,25,8.903506373,97.291876,829.4670424,1364646.113,0.218794957,0.012912185,0.080277026,0.008659263,-0.017869871,0.001076791,0.189787211,0.153768025,0.855221187,46,,,
167,1056,2502,10,2,25021002,1002,25,9.677409647,135.9865759,786.6932121,1771008.023,0.227168035,0.015154106,0.087228058,0.009777996,-0.022935394,0.001311301,0.20278515,0.161663333,0.709374601,42,,,
168,1057,2502,10,3,25021003,1003,25,9.953761177,134.9737992,787.3506384,1519680.772,0.228692431,0.015515557,0.08878669,0.010045977,-0.025170308,0.001132663,0.218178338,0.170576551,0.756552327,30,,,
169,1058,2502,10,4,25021004,1004,25,8.477847063,101.2108373,1031.040335,1404584.683,0.21392827,0.012518647,0.081058711,0.008378747,-0.025744063,0.000886808,0.17913795,0.147047545,0.691152346,35,,,
170,1059,2502,10,5,25021005,1005,25,8.176362791,92.73227791,1078.224769,1569033.874,0.212204879,0.012820528,0.080209017,0.008697947,-0.023758696,0.000922334,0.174831104,0.144265189,0.90140537,65,,,
171,1061,2502,11,1,25021101,1101,25,7.317067834,71.63874589,911.8553663,1205316.79,0.198289335,0.009852336,0.060229363,0.006428668,-0.031312343,0.00080213,0.142724289,0.122354066,0.795403179,42,,,
172,1062,2502,11,2,25021102,1102,25,9.702152685,142.5538921,705.9365684,1905989.241,0.220407135,0.013694297,0.076742211,0.008314552,-0.029704434,0.001115208,0.191361908,0.154742528,0.793481827,42,,,
173,1063,2502,11,3,25021103,1103,25,7.788152281,76.98635345,948.2293566,1188937.453,0.204817264,0.010031684,0.067684143,0.00625261,-0.033639587,0.000698199,0.148342632,0.126337096,0.830095141,43,,,
174,1064,2502,11,4,25021104,1104,25,7.171558303,51.69052727,1090.039601,981739.3732,0.199928732,0.008105296,0.067702309,0.005836696,-0.031107376,0.00083355,0.13030991,0.113329237,0.958350801,79,,,
175,1065,2502,11,5,25021105,1105,25,8.082795405,95.35028387,1013.169808,1610143.003,0.208158509,0.010463328,0.072897827,0.00676693,-0.027895113,0.000912612,0.151613786,0.128627046,0.927186236,66,,,
176,1067,2502,12,1,25021201,1201,25,9.09088175,92.17776922,874.6566232,1999156.568,0.221261258,0.012042337,0.083962387,0.00819845,-0.023561528,0.001008801,0.188735475,0.153114396,0.827488791,43,,,
177,1068,2502,12,2,25021202,1202,25,8.615271017,83.7746987,852.424892,1960650.526,0.215943626,0.011111204,0.077161237,0.007703353,-0.029014119,0.001134128,0.173002243,0.143072467,0.875015949,58,,,
178,1069,2502,12,3,25021203,1203,25,8.990208681,124.2633398,819.2896534,1868192.76,0.224727264,0.013153646,0.085026976,0.008395636,-0.02889018,0.001122704,0.19495118,0.156945218,0.759815537,29,,,
179,1070,2502,12,4,25021204,1204,25,10.13250738,173.2957828,751.248567,2030923.67,0.229063957,0.014881972,0.087585637,0.008956116,-0.026736393,0.000971844,0.203123291,0.161864219,0.561325483,21,,,
180,1071,2502,12,5,25021205,1205,25,8.519206058,115.1080941,916.5043002,1855780.566,0.219390118,0.012761768,0.082368002,0.007937246,-0.025138825,0.000890769,0.171665254,0.142196295,0.68003864,32,,,
181,1073,2502,13,1,25021301,1301,25,8.21467659,107.9254582,883.4677352,1747273.752,0.222137367,0.013590804,0.085126686,0.008768521,-0.021036332,0.001133052,0.198697603,0.159216866,0.797623387,38,,,
182,1074,2502,13,2,25021302,1302,25,9.136377315,130.5776587,787.6739419,1871283.235,0.222516938,0.013493457,0.082185034,0.008542474,-0.024630817,0.001325432,0.196317676,0.157777046,0.738744486,36,,,
183,1075,2502,13,3,25021303,1303,25,9.535878364,146.4278311,593.4868134,1846251.542,0.228173991,0.014737201,0.081561169,0.009159041,-0.023723511,0.001106974,0.215406913,0.169006775,0.676508648,25,,,
184,1076,2502,13,4,25021304,1304,25,9.858467091,124.0766024,514.3517319,2592233.268,0.229171762,0.013200134,0.080761914,0.00912116,-0.01718614,0.001753013,0.209865741,0.165822112,0.833248278,44,,,
185,1077,2502,13,5,25021305,1305,25,8.683533917,57.31801114,698.4008864,2221801.969,0.199174718,0.00807585,0.055090843,0.006435592,-0.019450592,0.00144447,0.126859956,0.110766508,0.963452424,72,,,
186,1079,2502,14,1,25021401,1401,25,10.95978332,194.8541497,766.5814235,2580022.294,0.229260568,0.018888778,0.088714871,0.011340468,-0.021467383,0.001110382,0.227374699,0.175675445,0.601316005,28,,,
187,1080,2502,14,2,25021402,1402,25,9.494350051,126.3835969,868.6631753,1925293.545,0.208273059,0.014725544,0.068917616,0.009598204,-0.028524689,0.00119587,0.183698596,0.149953422,0.856054392,44,,,
188,1081,2502,14,3,25021403,1403,25,11.56763113,188.5777566,472.8573375,2037834.73,0.230523257,0.01687921,0.080683215,0.010242805,-0.020761861,0.001098375,0.234644205,0.179586302,0.582391542,22,,,
189,1082,2502,14,4,25021404,1404,25,9.8099264,118.3840477,373.8458781,1733646.741,0.216422387,0.014805406,0.063679346,0.010108348,-0.014581794,0.001506695,0.203069851,0.161832487,0.802825116,35,,,
190,1083,2502,14,5,25021405,1405,25,10.66666667,135.2589007,270.5260031,2334010.816,0.21713091,0.016313067,0.060612998,0.010507899,-0.011649159,0.001694884,0.196575586,0.157933625,0.757199096,41,,,
191,1085,2502,15,1,25021501,1501,25,9.392374597,137.5973687,753.2485638,2042885.162,0.213886954,0.017565117,0.072151283,0.011172336,-0.024487784,0.001268395,0.20340791,0.162033132,0.693667748,31,,,
192,1086,2502,15,2,25021502,1502,25,11.33718927,245.4467267,571.5406839,2922117.394,0.232314851,0.022198164,0.086153373,0.013495817,-0.023957542,0.001755638,0.23657943,0.180609603,0.665974007,34,,,
193,1087,2502,15,3,25021503,1503,25,9.282564692,151.0102059,784.1538981,2002236.552,0.209962308,0.015370266,0.068015652,0.009522492,-0.030467077,0.001256254,0.196673779,0.157993203,0.670707255,35,,,
194,1088,2502,15,4,25021504,1504,25,11.8282925,266.2255756,578.2864472,3376201.537,0.233259334,0.019119851,0.086495522,0.011212895,-0.027954318,0.001335032,0.242616495,0.183753732,0.775088397,35,,,
195,1089,2502,15,5,25021505,1505,25,8.861987856,134.3634263,840.2708823,2744760.3,0.211092739,0.014406232,0.071379024,0.00914009,-0.029405558,0.001140301,0.184590559,0.150516884,0.894318575,58,,,
196,1091,2502,16,1,25021601,1601,25,9.736998961,122.8056869,603.2690872,1871401.392,0.224286469,0.017063375,0.079126114,0.011487413,-0.019351713,0.001120021,0.222999945,0.17327097,0.79743744,46,,,
197,1092,2502,16,2,25021602,1602,25,9.671535242,162.530414,683.634605,2566635.211,0.22278934,0.017281379,0.079045474,0.011459736,-0.022041556,0.001533687,0.20882908,0.165219495,0.72292297,35,,,
198,1093,2502,16,3,25021603,1603,25,10.88937509,206.0341179,511.3619801,2377210.168,0.234511432,0.018761751,0.086500835,0.012239152,-0.022946741,0.001321042,0.244249966,0.18459192,0.78019174,41,,,
199,1094,2502,16,4,25021604,1604,25,14.00106648,314.8325893,223.8592744,3760978.035,0.268865383,0.026507414,0.1145927,0.016763291,-0.019853189,0.001630843,0.314009133,0.215407398,0.895128219,58,,,
200,1095,2502,16,5,25021605,1605,25,12.01337527,249.9807566,473.1393383,3208357.798,0.245633915,0.019708703,0.096675749,0.012068884,-0.023819529,0.001243987,0.257959519,0.191416405,0.888109212,60,,,
201,1097,2502,17,1,25021701,1701,25,10.44816264,208.3271553,370.3291928,2784201.033,0.230904673,0.020580342,0.078766199,0.01292384,-0.020794679,0.001160009,0.22746053,0.175722237,0.789053529,46,,,
202,1098,2502,17,2,25021702,1702,25,8.419983042,127.0362452,646.7544049,2114218.812,0.214942842,0.015181041,0.069741635,0.010187562,-0.023555322,0.001455822,0.188670988,0.153074246,0.825507637,54,,,
203,1099,2502,17,3,25021703,1703,25,10.364601,198.6173806,533.1334517,2026273.202,0.237441796,0.01806437,0.090376096,0.011646994,-0.019742175,0.00136084,0.236695291,0.18067063,0.656205005,27,,,
204,1100,2502,17,4,25021704,1704,25,9.422733986,151.5312681,650.7168152,1609040.236,0.227617198,0.015323453,0.083921185,0.010302862,-0.023680132,0.001126447,0.217083311,0.169958147,0.65090127,26,,,
205,1101,2502,17,5,25021705,1705,25,8.205225003,113.5997374,737.4398359,1523572.894,0.209634783,0.013098275,0.067492106,0.008713817,-0.027589654,0.000886451,0.170674326,0.141544601,0.817552174,40,,,
206,1103,2502,18,1,25021801,1801,25,9.407083276,163.8264889,589.8945931,2256072.658,0.22598469,0.017541089,0.080831613,0.010528511,-0.020266358,0.00101742,0.22217968,0.17281587,0.683739497,30,,,
207,1104,2502,18,2,25021802,1802,25,8.901638447,150.4851416,740.8632789,2174396.979,0.225870833,0.016183652,0.085170847,0.010143628,-0.019894067,0.001358375,0.215104352,0.16883447,0.722039953,33,,,
208,1105,2502,18,3,25021803,1803,25,8.593873085,130.5672819,780.8472485,1615479.282,0.220235744,0.013765456,0.079832403,0.008653982,-0.024395398,0.001136754,0.207603939,0.164504543,0.75108446,28,,,
209,1106,2502,18,4,25021804,1804,25,8.120962669,123.6397096,835.9263233,1761828.223,0.219211151,0.012305688,0.08087698,0.008422594,-0.025274925,0.001200385,0.192260358,0.155296313,0.941221499,58,,,
210,1107,2502,18,5,25021805,1805,25,7.257473402,107.8629255,891.8408936,1693124.189,0.208299906,0.012044488,0.071597969,0.008540407,-0.026518139,0.001039938,0.1537073,0.130081366,0.921063663,60,,,
211,1109,2502,19,1,25021901,1901,25,7.402428685,77.48578247,828.1630066,2166335.079,0.206497347,0.0120004,0.067155333,0.007625865,-0.018663492,0.000886841,0.163608019,0.136840435,0.757281907,31,,,
212,1110,2502,19,2,25021902,1902,25,8.737866732,123.9522579,728.7394198,2853194.399,0.21529172,0.014649752,0.072930964,0.008887692,-0.020818832,0.000957639,0.188773139,0.153137841,0.818963946,45,,,
213,1111,2502,19,3,25021903,1903,25,9.100426766,162.3350203,758.728872,2390423.938,0.212819797,0.014312401,0.070919266,0.00842546,-0.026774547,0.000781444,0.178366253,0.146551733,0.90600051,43,,,
214,1112,2502,19,4,25021904,1904,25,7.259536766,86.3083414,995.5819848,1277781.581,0.198128111,0.009848973,0.063118518,0.006757785,-0.029984205,0.000830359,0.134157346,0.116159153,0.926011666,56,,,
215,1113,2502,19,5,25021905,1905,25,8.250916051,116.2459829,855.4460485,1585177.686,0.20963336,0.012462523,0.071260907,0.008221774,-0.027810851,0.00085798,0.162482909,0.136082214,0.870217459,54,,,
216,1115,2502,20,1,25022001,2001,25,7.470977625,90.41338988,713.7979648,2115395.175,0.201261224,0.012152561,0.058329569,0.007749264,-0.025927509,0.000963587,0.161332677,0.135304444,0.810549723,43,,,
217,1116,2502,20,2,25022002,2002,25,8.725174347,129.7197122,591.4683003,2699511.331,0.216354736,0.015888485,0.070301274,0.010036893,-0.024781556,0.001534264,0.193873923,0.156286825,0.871229381,67,,,
218,1117,2502,20,3,25022003,2003,25,8.978140731,163.6684049,606.3642426,2369882.789,0.216873525,0.015695664,0.071057763,0.009499441,-0.028582692,0.001394783,0.196323047,0.157780308,0.811071416,44,,,
219,1118,2502,20,4,25022004,2004,25,7.09881304,80.86106521,876.8756535,1256011.825,0.205136952,0.010866074,0.067533109,0.007658619,-0.028657086,0.00127499,0.167104256,0.139180423,0.946481954,83,,,
220,1119,2502,20,5,25022005,2005,25,6.775058116,80.27071935,910.5940872,1284264.74,0.198892794,0.010454027,0.061335741,0.007387285,-0.029361703,0.001264529,0.147354027,0.125640818,0.974572564,83,,,
221,1121,2502,21,1,25022101,2101,25,8.124535011,90.04770219,610.4207219,1823730.524,0.214019167,0.014323962,0.068396045,0.010030765,-0.023182487,0.001440811,0.198140044,0.158880567,0.830814939,40,,,
222,1122,2502,21,2,25022102,2102,25,9.188498577,151.4631004,544.7720563,2869968.856,0.213436889,0.015704905,0.065118079,0.010365657,-0.027618933,0.001862266,0.188854235,0.153188313,0.705203682,36,,,
223,1123,2502,21,3,25022103,2103,25,7.033084516,56.88212528,797.3839283,1050612.511,0.192884834,0.009303664,0.051803346,0.006682459,-0.030824864,0.001083037,0.139556503,0.120080486,0.862058909,38,,,
224,1124,2502,21,4,25022104,2104,25,8.30308252,137.7440043,769.1777739,1486466.931,0.200043506,0.011396553,0.058205874,0.007111285,-0.027410988,0.000767843,0.144005908,0.123268206,0.864087048,42,,,
225,1125,2502,21,5,25022105,2105,25,8.900128566,134.2116796,764.0319226,1851752.798,0.212751831,0.012248046,0.071721884,0.007578836,-0.021467355,0.000730936,0.171348852,0.141988423,0.892629315,57,,,
226,1127,2502,22,1,25022201,2201,25,9.167642392,168.8165095,540.2736333,2198735.597,0.218409157,0.015754768,0.070536061,0.009413897,-0.026041013,0.000947772,0.200032828,0.160019696,0.630454595,24,,,
227,1128,2502,22,2,25022202,2202,25,8.446088621,127.99961,665.7671717,2001054.635,0.22016808,0.014292285,0.076284125,0.00925136,-0.024896873,0.001293703,0.198276805,0.158963114,0.857752178,54,,,
