fid,id,Trial Name,IDrow,layer,path,805ExG_mean,805ExG_variance,805ExR_mean,805ExR_variance,805gNDVI_mean,805gNDVI_variance,805NDRE_mean,805NDRE_variance,805NDVI_mean,805NDVI_variance,805THRESH_mean,805THRESH_variance,805HA_mean,805HA_variance,805PLTCOUNT_
"11","201",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,19776.9001450353,106056740.622492,1647.59862305616,86006588.7205413,0.289077008293845,0.035378544998632,1647.59862305616,86006588.7205413,0.601557922301011,0.0761841197907498,0.738107716120855,0.193304715523917,0.783261017940718,0.169763195715252,50
"12","202",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,15869.0224026984,118144648.635325,5478.80969498872,114858405.710614,0.199587071879006,0.0518107550488137,5478.80969498872,114858405.710614,0.45974174167438,0.117115230097693,0.590699232112528,0.241773649294277,0.787266616431639,0.167477891084207,102
"13","203",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,12718.8125336363,90744792.1649998,7072.09847773527,130857838.25465,0.15425170094397,0.0761631502861004,7072.09847773527,130857838.25465,0.373103923093792,0.147662496590061,0.5282903785206,0.249199654483143,0.923743003396642,0.0704418670724184,144
"14","204",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,16076.5141363886,123470407.954683,6540.34468623303,130133802.354119,0.105699953847604,0.0555149888846484,6540.34468623303,130133802.354119,0.36172671991567,0.148165069982806,0.533044705432105,0.248908047442753,0.879145587408657,0.106248623548283,126
"15","205",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,17490.4420562377,132972589.207016,5105.87808079376,122852615.69965,0.121540591898003,0.0497201958367407,5105.87808079376,122852615.69965,0.384605650629526,0.141100598119854,0.575402854225299,0.24431440957497,0.930210836996725,0.0649186357304277,154
"16","206",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,21715.7974408036,50104458.9950615,-2834.41916278922,26086074.4164601,0.351436932595917,0.0148104583123917,-2834.41916278922,26086074.4164601,0.673594186212095,0.0233882868715224,0.9260583592442,0.0684742745182317,0.897330718266402,0.0921283003218697,120
"17","207",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,18076.9442300636,135473124.603527,3935.82775204964,112940429.551028,0.171414110269183,0.0486445873615283,3935.82775204964,112940429.551028,0.430337167903017,0.124595561848367,0.616619643467149,0.236399858757506,0.863738154581915,0.11769455490125,102
"18","208",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,15110.3985216902,99091171.3372645,6941.9340894137,135471157.689656,0.160924605614316,0.0590468651540137,6941.9340894137,135471157.689656,0.391445384000228,0.130998775943102,0.531641330478776,0.248998826205253,0.821531947467885,0.146617206757634,112
"19","209",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,17992.0877424609,59154269.1734497,37.3218126887702,47518043.3170134,0.380040789352342,0.0239820804789185,37.3218126887702,47518043.3170134,0.675442086495294,0.0430220942769997,0.863037362420414,0.118203873486904,0.985192497532083,0.0145882403385905,200
"20","210",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,17556.1955210587,102506348.285426,2808.2522183254,88939763.4093881,0.255790563829211,0.0383021402077843,2808.2522183254,88939763.4093881,0.536178887826692,0.0835554137219786,0.68992238198244,0.213929488822288,0.935866439314891,0.0600204470788415,130
